,time,magnitude
2415,214.359802,187.4663255
2416,214.42201300000002,187.52863925000003
2417,214.50054300000002,187.58750725000002
2418,214.656721,187.6772325
2419,214.718783,187.73957925000002
2420,214.844054,187.849067
2421,214.90627500000002,187.90362300000004
2422,215.050506,188.01158625
2423,215.09707400000002,188.0701625
2424,215.17547100000002,188.12492050000003
2425,215.34726300000003,188.28116875
2426,215.409783,188.33189900000002
2427,215.47229000000002,188.39441600000004
2428,215.612616,188.48416300000002
2429,215.67542,188.55836875
2430,215.69093800000002,188.6053755
2431,215.75352400000003,188.68341275
2432,215.90975400000002,188.77324525
2433,216.019047,188.91772475
2434,216.15968,188.9997705
2435,216.206228,189.0542555
2436,216.347347,189.18730125000002
2437,216.51861100000002,189.2963655
2438,216.62796,189.366667
2439,216.753375,189.47235
2440,216.86228400000002,189.597985
2441,216.95604500000002,189.64866875
2442,217.018536,189.73074000000003
2443,217.15951700000002,189.8325595
2444,217.25313300000002,189.92228525000002
2445,217.424686,190.03148275
2446,217.503026,190.12524625
2447,217.534138,190.16425650000002
2448,217.580914,190.242366
2449,217.753058,190.328438
2450,217.80001000000001,190.39878325
2451,217.86208900000003,190.45324075000002
2452,217.92457100000001,190.50402175
2453,218.06651200000002,190.65310875
2454,218.11032200000002,190.69844650000002
2455,218.17479600000001,190.7501805
2456,218.20641,190.82008475
2457,218.33101900000003,190.90645075000003
2458,218.42503000000002,191.00428525
2459,218.533681,191.074149
2460,218.705568,191.20020125000002
2461,218.75250100000002,191.29926850000004
2462,218.814852,191.35013775
2463,218.87709900000002,191.42023275000003
2464,219.080486,191.5492435
2465,219.127026,191.61156575
2466,219.252327,191.73676625000002
2467,219.361344,191.83415775
2468,219.40816800000002,191.90843900000002
2469,219.45503200000002,191.9513525
2470,219.470944,192.03355875
2471,219.611286,192.12708550000002
2472,219.689681,192.185888
2473,219.767456,192.29100975
2474,219.90834700000002,192.37318150000002
2475,219.97085800000002,192.43184000000002
2476,220.01771100000002,192.49431700000002
2477,220.079923,192.584095
2478,220.26738500000002,192.71287525000002
2479,220.33015500000002,192.80559125000002
2480,220.37690300000003,192.84069475
2481,220.470416,192.94218675000002
2482,220.564481,193.016633
