,time,sensor_id,x,y,z
457,9.409476,29.0,1520.0,-3808.0,-416.0
458,9.425334000000001,29.0,368.0,-1392.0,3904.0
459,9.456658000000001,30.0,-1008.0,1778.0,3728.0
460,9.488018,29.0,672.0,-1440.0,3504.0
461,9.519238000000001,30.0,-528.0,1522.0,3904.0
462,9.628464000000001,29.0,1776.0,-3664.0,-464.0
463,9.628464000000001,105.0,10936.0,-1376.0,-11922.0
464,9.643838,29.0,784.0,-1584.0,3616.0
465,9.659828000000001,30.0,-816.0,1602.0,3984.0
466,9.675079,29.0,624.0,-1296.0,3808.0
467,9.706593,30.0,-912.0,1378.0,3824.0
468,9.721943000000001,29.0,1408.0,-3584.0,-336.0
469,9.737832000000001,29.0,720.0,-1136.0,3728.0
470,9.769138,30.0,-928.0,1362.0,3856.0
471,9.831253,105.0,10568.0,-1075.0,-11450.0
472,9.909773000000001,29.0,1552.0,-3824.0,-416.0
473,9.92534,29.0,672.0,-1056.0,3680.0
474,9.940644,30.0,-912.0,1362.0,3920.0
475,9.972095000000001,105.0,10337.0,-1051.0,-12048.0
476,9.972095000000001,105.0,10698.0,-921.0,-11561.0
477,9.987504000000001,29.0,1328.0,-3808.0,-240.0
478,10.003441,105.0,9504.0,-461.0,-13629.0
479,10.003441,29.0,896.0,-1056.0,3840.0
480,10.018740000000001,29.0,1280.0,-3664.0,-608.0
481,10.018740000000001,29.0,656.0,-992.0,3872.0
482,10.034632,30.0,-1072.0,1202.0,3888.0
483,10.049988,30.0,-1456.0,1314.0,3632.0
484,10.081231,29.0,1104.0,-3760.0,-512.0
485,10.081231,105.0,9489.0,873.0,-13391.0
486,10.128058000000001,29.0,544.0,-912.0,3952.0
487,10.226023000000001,30.0,-1040.0,1330.0,4016.0
488,10.272845,29.0,1264.0,-3888.0,-752.0
489,10.272845,29.0,512.0,-912.0,4256.0
490,10.272845,105.0,9696.0,-53.0,-12575.0
491,10.304098,30.0,-1280.0,1218.0,3904.0
492,10.319406,105.0,9503.0,398.0,-13227.0
493,10.335344000000001,29.0,1232.0,-3760.0,-656.0
494,10.335344000000001,29.0,1120.0,-3744.0,-176.0
495,10.350688,29.0,384.0,-1216.0,3344.0
496,10.366598000000002,30.0,-1008.0,1474.0,3680.0
497,10.413496,29.0,1328.0,-3568.0,-576.0
498,10.413496,105.0,9603.0,-46.0,-12005.0
499,10.428964,29.0,688.0,-1056.0,3824.0
